id,timestamp,url,tweet,replies,retweets,quotes,likes
1.93E+17,18-04-12 21:18,https://twitter.com/JoeBiden/status/192723684140654593,"RT @VP: VP Biden: ""No woman should be victimized purely because someone else had more physical power or more economic power"" #VAWA",14,114,2,15
1.93E+17,18-04-12 23:16,https://twitter.com/JoeBiden/status/192753468186959875,"Watch Vice President Biden make the case for reauthorizing the #VAWA, which he authored as a senator: http://t.co/yzcMDY1I",4,17,0,7
1.93E+17,19-04-12 18:43,https://twitter.com/JoeBiden/status/193047199297445888,A favorite photo: Joe gets barbecue with his son Beau during the 2008 Democratic National Convention in Denver. http://t.co/oxtdDhCn,7,9,0,13
1.93E+17,19-04-12 20:58,https://twitter.com/JoeBiden/status/193081247776505856,Joe Biden tells @Esquiremag what he’s learned so far: http://t.co/v3CuP5NC,7,14,0,9
1.93E+17,20-04-12 17:10,https://twitter.com/JoeBiden/status/193386289544970240,Joe spells out why organizing for #Obama2012 now will make all the difference in November: http://t.co/gNbj6vBd,12,21,0,5
1.94E+17,21-04-12 16:10,https://twitter.com/JoeBiden/status/193733508651425793,Joe told @CARandDRIVER about his passion for cars—and why President Obama’s auto industry rescue was the right move: http://t.co/h61YiZLN,7,17,0,2
1.94E+17,23-04-12 15:37,https://twitter.com/JoeBiden/status/194450021532442628,"On Thursday, VP Biden will make a campaign stop at NYU to talk about national security.",0,10,0,3
1.94E+17,23-04-12 15:38,https://twitter.com/JoeBiden/status/194450291834359809,"To tee up the VP’s speech, we’ll be spotlighting the Vice President’s foreign policy work—stay tuned for stories and photos all week long.",5,8,0,3
1.94E+17,23-04-12 16:35,https://twitter.com/JoeBiden/status/194464639545909250,"During a visit to the Middle East in 2010, the VP spoke of the close bond between the U.S. and Israel: http://t.co/Obihd3ts",3,12,1,5
1.95E+17,23-04-12 20:53,https://twitter.com/JoeBiden/status/194529576205025281,"In May 2010, the VP reaffirmed U.S. solidarity with a unified EU in an address to the European Parliament: http://t.co/QhKwAL21",2,5,0,2
1.95E+17,24-04-12 18:10,https://twitter.com/JoeBiden/status/194850770959609856,VP national security speech week: Check out photos from the Vice President’s trip to China last summer. http://t.co/QIhNEwvY,5,9,1,3
1.95E+17,24-04-12 18:22,https://twitter.com/JoeBiden/status/194853740040302592,Read Vice President Biden’s op-ed on the benefits of a strong U.S.-China relationship: http://t.co/eOCdagLc,194,65,96,37
1.95E+17,24-04-12 20:09,https://twitter.com/JoeBiden/status/194880773839519746,"Watch highlights from the VP’s 2011 trip to Asia, including a visit with Japanese earthquake survivors: http://t.co/oStlnBVw",1,12,0,2
1.95E+17,24-04-12 23:22,https://twitter.com/JoeBiden/status/194929312938459136,"The VP spoke about the importance of building a sovereign, stable Afghanistan in January 2011: http://t.co/ZrulCduN",10,4,0,3
1.95E+17,25-04-12 15:43,https://twitter.com/JoeBiden/status/195176336346710016,"VP national security speech week: In December, the VP marked the end of combat operations in Iraq. http://t.co/LMXUKtHz",0,13,0,19
1.95E+17,25-04-12 17:34,https://twitter.com/JoeBiden/status/195204064395538432,Photo gallery: The Vice President explores Turkey during a December 2011 trip. http://t.co/7L3yxzkq,3,6,1,4
1.95E+17,25-04-12 21:25,https://twitter.com/JoeBiden/status/195262295469862914,"There’s an #Obama2012 weekend of action coming up, and Joe wants you to get involved—see what’s going on in your town: http://t.co/6hZxdLm6",31,112,0,36
1.95E+17,26-04-12 0:05,https://twitter.com/JoeBiden/status/195302471839645696,Tune in to http://t.co/iLAnMhdW tomorrow at 10:30am ET—we’ll be streaming VP Biden’s national security speech from NYU.,10,24,0,5
1.96E+17,26-04-12 14:16,https://twitter.com/JoeBiden/status/195516676576514050,The live stream of VP Biden’s foreign policy speech kicks off at 10:30am ET—watch at http://t.co/iLAnMhdW,6,12,0,3
1.96E+17,26-04-12 17:33,https://twitter.com/JoeBiden/status/195566368081461249,.@JoeBiden on President Obama: “He set in motion a policy that ended the war in Iraq responsibly.”,25,71,7,94
1.96E+17,26-04-12 17:38,https://twitter.com/JoeBiden/status/195567451830890496,Vice President Biden: “Gov. Romney’s foreign and security policy would return us to the past we have worked so hard to move beyond.”,10,28,0,6
1.96E+17,26-04-12 17:40,https://twitter.com/JoeBiden/status/195568130460876800,"VPOTUS: “We’ve taken more terrorists off the battlefield in the last 3 years than in the previous 8, putting al-Qaeda on a path to defeat.”",4,58,0,8
1.96E+17,26-04-12 17:46,https://twitter.com/JoeBiden/status/195569465834999809,"“We made the G-20 a new forum for international economic coordination, recognizing the reality of the 21st century.”—Vice President Biden",2,6,0,5
1.96E+17,26-04-12 17:51,https://twitter.com/JoeBiden/status/195570763632353282,"VPOTUS: “Gov. Romney reflexively criticizes the President’s policies, and almost in every case without offering any specific alternative.”",5,45,0,5
1.96E+17,26-04-12 17:57,https://twitter.com/JoeBiden/status/195572441668526081,"VP Biden: “To the extent Governor Romney has shown any foreign policy vision, it is through the glass of a rearview mirror.”",12,85,0,10
1.96E+17,26-04-12 18:02,https://twitter.com/JoeBiden/status/195573651486146561,"VP: “There’s no country better positioned to lead the world in the 21st century than the U.S., but only if we stay on the course we’re on.”",11,32,0,11
1.96E+17,27-04-12 1:54,https://twitter.com/JoeBiden/status/195692287328657409,“The Violence Against Women Act is as important today as it’s ever been.”—VPOTUS urging the House to pass #VAWA after the Senate vote today,19,85,0,10
1.96E+17,27-04-12 15:17,https://twitter.com/JoeBiden/status/195894382010974209,The VP gave a speech on national security yesterday at NYU—watch his full remarks: http://t.co/42wgNnQp,2,10,0,5
1.96E+17,27-04-12 16:17,https://twitter.com/JoeBiden/status/195909513830871040,"VP national security speech week: Biden hails the successful ""reset"" of U.S.-Russia relations in 2011. http://t.co/hq5bTKCe",16,47,20,37
1.96E+17,27-04-12 18:06,https://twitter.com/JoeBiden/status/195936936773419008,VP Biden led the U.S. delegation to South Africa for the 2010 World Cup—get his take on the experience: http://t.co/lqZ8jA6x,4,7,0,5
1.96E+17,27-04-12 20:02,https://twitter.com/JoeBiden/status/195966131255787521,"In March, the VP traveled to Mexico and Honduras to talk economic and security issues: http://t.co/mBF1TWNM",1,9,0,3
1.96E+17,27-04-12 22:01,https://twitter.com/JoeBiden/status/195996158055817216,Recap the VP's 2009 trip to Chile and Costa Rica and read the op-ed he wrote for Latin American newspapers: http://t.co/i6sCWmsa,5,5,0,3
1.96E+17,27-04-12 23:22,https://twitter.com/JoeBiden/status/196016577471193088,There’s still time to get in on the #Obama2012 Voter Registration Weekend of Action—find an event near you: http://t.co/1sNXkP58,7,29,0,4
1.96E+17,28-04-12 17:08,https://twitter.com/JoeBiden/status/196284758366502913,A favorite Joe photo: The President and VP walking together at a Chrysler plant in Indiana. http://t.co/zyruYyd6,21,65,0,55
1.97E+17,29-04-12 15:59,https://twitter.com/JoeBiden/status/196629784854396928,Joe fans: Be sure to bookmark the new VP Biden page on the #Obama2012 website for updates from the campaign trail: http://t.co/jLFjMT7q,2,17,0,6
1.97E+17,30-04-12 17:05,https://twitter.com/JoeBiden/status/197008860526030849,The VP spoke to @LaRedHispana about how President Obama’s policies are benefiting Latinos: http://t.co/LMXl7lOI,8,11,0,3
1.97E+17,01-05-12 21:55,https://twitter.com/JoeBiden/status/197444055918063616,"Dr. Biden spoke in Kansas City, Missouri about the role community colleges play in developing a 21st century workforce: http://t.co/pJvlFyEh",2,16,0,8
1.97E+17,01-05-12 23:31,https://twitter.com/JoeBiden/status/197468288245178369,Take a look back through Joe’s career with these photos (via @TPM): http://t.co/GRehp98f,8,11,0,8
1.98E+17,03-05-12 16:46,https://twitter.com/JoeBiden/status/198091236517744640,VP Biden spoke at @LafCol in Pennsylvania last night—the same school his great-grandfather attended: http://t.co/TAkS2auH,3,11,0,4
1.98E+17,03-05-12 18:26,https://twitter.com/JoeBiden/status/198116408956166144,RT @VP: PHOTO: VP Biden tours the archives of @LafCol – where his great-grandfather and great uncles enrolled. http://t.co/jMTHyMEW,4,16,0,3
1.98E+17,03-05-12 21:21,https://twitter.com/JoeBiden/status/198160328519991296,"RT @VP: PHOTO: VP Biden celebrates Cinco de Mayo a few days early at a breakfast at the Naval Observatory, 5/2/12. http://t.co/1Sbk8s1J",3,15,0,5
1.98E+17,04-05-12 15:19,https://twitter.com/JoeBiden/status/198431588189618176,The Obama-Biden campaign kicks into high gear with a rally in Columbus tomorrow—watch live at 12:30pm ET: http://t.co/OtrSPnTf,5,19,0,6
1.98E+17,04-05-12 16:36,https://twitter.com/JoeBiden/status/198451042243985408,Get in on the #Obama2012 rally action this Saturday from home—your note or photo could be featured on the livestream: http://t.co/MLJRX6ji,11,23,0,5
1.98E+17,04-05-12 17:35,https://twitter.com/JoeBiden/status/198465877799223296,VP Biden hosted a Cinco de Mayo breakfast this week—keep the celebration going by following @LatinosforObama. #FF,3,21,0,6
1.99E+17,05-05-12 1:12,https://twitter.com/JoeBiden/status/198580862730768384,VP Biden talked to the @YWCAUSA today about the importance of reauthorizing the #VAWA: http://t.co/0v3Txn5U,3,19,0,7
1.99E+17,05-05-12 1:53,https://twitter.com/JoeBiden/status/198591315439665152,Learn more about the VP’s efforts to combat teen dating violence: http://t.co/kBlzIlQj #1is2Many,4,24,0,6
1.99E+17,05-05-12 14:14,https://twitter.com/JoeBiden/status/198777710431051776,Let’s get this show on the road: Tune in to http://t.co/OtrSPnTf at 12:45pm ET for the first #Obama2012 campaign rally of the year.,3,51,0,9
1.99E+17,05-05-12 15:10,https://twitter.com/JoeBiden/status/198791882216701952,Attending one of the rallies in person or taking part online? Tweet your thoughts and photos with the hashtag #Obama2012,8,22,0,7
1.99E+17,05-05-12 22:24,https://twitter.com/JoeBiden/status/198900985656123392,"It’s great to see people so fired up at the President’s rallies today—I'm ready to go for the next six months, hope you are too. –Joe",32,121,0,22
1.99E+17,05-05-12 22:26,https://twitter.com/JoeBiden/status/198901460686213120,Let’s get this President the second term he deserves. –Joe,75,266,3,40
2.00E+17,07-05-12 15:23,https://twitter.com/JoeBiden/status/199519718653177857,In case you could use a cup of Joe in your day: http://t.co/L0OHp0Fu,19,27,1,6
2.00E+17,08-05-12 19:34,https://twitter.com/JoeBiden/status/199945449757618177,Dr. Jill Biden encouraged graduates from @BrowardCollege to “lift up others” at their commencement last Friday: http://t.co/PPhi0vRz,6,8,0,3
2.00E+17,09-05-12 3:42,https://twitter.com/JoeBiden/status/200068107685994496,"RT @VP: The Senate lost a brilliant strategic mind, a man with absolute integrity. He will be missed. -VP on @senatorlugar",11,48,0,8
2.00E+17,09-05-12 17:01,https://twitter.com/JoeBiden/status/200269248684232705,The newest #Obama2012 ad is a look at the progress we've made these last few years: http://t.co/ayGHrqEU,31,37,0,8
2.01E+17,10-05-12 16:54,https://twitter.com/JoeBiden/status/200629999429103619,Two years ago today: Elena Kagan poses with the VP and President Obama on the day she’s nominated to the Supreme Court. http://t.co/SRGOR6Bn,52,188,0,87
2.01E+17,10-05-12 19:24,https://twitter.com/JoeBiden/status/200667601150545920,VP Biden made a cameo on Jeopardy last night: http://t.co/QjUZTxr3,6,12,0,6
2.01E+17,11-05-12 16:49,https://twitter.com/JoeBiden/status/200991029065826305,The VP’s welcoming some #TopCops to the White House tomorrow as part of his long-standing commitment to our nation’s first responders.,3,8,0,4
2.01E+17,11-05-12 17:12,https://twitter.com/JoeBiden/status/200996747827359746,"In February, VP Biden praised a new public safety broadband network that will keep firefighters, cops, and EMTs safer: http://t.co/fXvMn5xp",11,14,0,3
2.01E+17,11-05-12 21:13,https://twitter.com/JoeBiden/status/201057383949144064,"In 2009, VP Biden helped secure $1 billion in grants to hire and rehire police officers around the country: http://t.co/4HvmDaJv",109,642,251,449
2.02E+17,14-05-12 18:12,https://twitter.com/JoeBiden/status/202099012071985152,VP Biden’s swinging through the Buckeye State this week—we’ll be tweeting about his trip with the hashtag #MadeInOhio,8,25,0,5
2.02E+17,14-05-12 19:02,https://twitter.com/JoeBiden/status/202111785229234178,Start getting fired up: Check out the speech the VP gave to @UAW autoworkers in Toledo this March. http://t.co/k16J7FW5 #MadeInOhio,5,22,0,6
2.02E+17,14-05-12 21:03,https://twitter.com/JoeBiden/status/202141992141078529,"Thanks to President Obama’s auto industry rescue, Ohio has been on a steady road to recovery: http://t.co/c4sIcsUF #MadeInOhio",19,78,0,10
2.03E+17,16-05-12 13:56,https://twitter.com/JoeBiden/status/202759508416663552,The VP’s headed to the Buckeye State today for a two-day visit—stay tuned for updates from the road. #MadeInOhio,4,19,0,3
2.03E+17,16-05-12 15:16,https://twitter.com/JoeBiden/status/202779651985256450,A powerful video everyone should see: http://t.co/fths5MNo,0,35,0,11
2.03E+17,16-05-12 16:13,https://twitter.com/JoeBiden/status/202794028935294976,"RT @OFA_OH: Volunteers are the beating heart of this campaign, and they're fired up for @JoeBiden! #MadeInOhio http://t.co/R7jwmC0N",1,16,0,4
2.03E+17,16-05-12 17:21,https://twitter.com/JoeBiden/status/202810990583230464,"In Ohio, 1 in 8 jobs relate to the auto industry—that’s 848,000 Ohioans whose jobs are more secure thanks to President Obama. #MadeInOhio",103,648,0,92
2.03E+17,16-05-12 18:22,https://twitter.com/JoeBiden/status/202826418630037505,Join Iowa's #Women2012 leaders call with Dr. Jill Biden tonight to discuss what’s at stake this November: http://t.co/1tsZ7N6Q,7,34,0,4
2.03E+17,17-05-12 1:17,https://twitter.com/JoeBiden/status/202930743767347200,"Vice President Biden stopped by to say thanks to firefighters in Salem, Ohio today. http://t.co/V4nGBVyH",15,62,0,10
2.03E+17,17-05-12 14:59,https://twitter.com/JoeBiden/status/203137548497846273,“It’s not just that manufacturing’s coming back. The middle class is coming back. America is coming back.”—VP Biden in Youngstown yesterday,33,47,0,12
2.03E+17,17-05-12 16:38,https://twitter.com/JoeBiden/status/203162605123153920,VP Biden in Ohio: “There are signs of life and hope in the heartland.” http://t.co/iTzx3haF,12,32,6,12
2.03E+17,17-05-12 18:21,https://twitter.com/JoeBiden/status/203188620209819648,"Four years ago, President Obama promised to bring back American manufacturing—and he's keeping his word: http://t.co/98qUU4sj #MadeInOhio",118,442,0,73
2.03E+17,18-05-12 0:33,https://twitter.com/JoeBiden/status/203282216732725248,"RT @BeauBiden: Pres @BarackObama puts jobs, education &amp; health care for veterans first. They earned it. @Vets4Obama http://t.co/CqcfXqw3 -BB",13,33,0,8
2.03E+17,18-05-12 1:21,https://twitter.com/JoeBiden/status/203294127213903872,Blue skies and sunshine greeted Vice President Biden in Ohio this morning. http://t.co/3XaQaTIC,14,32,0,21
2.04E+17,18-05-12 20:32,https://twitter.com/JoeBiden/status/203583862301921281,"""If you give them a fair shot, ordinary American people will never let the country down.”—VP Biden in Martins Ferry, Ohio yesterday",19,59,0,14
2.05E+17,21-05-12 17:05,https://twitter.com/JoeBiden/status/204619015644123138,A new way to follow Joe as he crisscrosses the country for #Obama2012—presenting the “Joe on the road” Pinterest board: http://t.co/Rg0gtY7x,14,31,0,8
2.05E+17,22-05-12 14:54,https://twitter.com/JoeBiden/status/204948319406006273,RT @aadaro: Full house of @vets4obama fired up and ready to go @OFA_NC with @beaubiden #VeteransforObama http://t.co/G94btHzw,4,25,0,11
2.05E+17,22-05-12 16:54,https://twitter.com/JoeBiden/status/204978613546786816,New photos from the VP’s #MadeInOhio tour last week: http://t.co/mdFWH6pU,5,8,0,3
2.05E+17,22-05-12 18:31,https://twitter.com/JoeBiden/status/205002859371167745,The VP’s plan for today: talking to grassroots supporters all over New Hampshire.,6,13,0,5
2.05E+17,22-05-12 19:13,https://twitter.com/JoeBiden/status/205013503541645312,"RT @hramer: Vice President Joe Biden greets firefighters in Manchester, NH http://t.co/ynNzhPqB",8,15,0,7
2.05E+17,23-05-12 16:19,https://twitter.com/JoeBiden/status/205332044136448000,Randy tells the story of how Mitt Romney's firm forced his company into bankruptcy and walked away with millions: http://t.co/j7g4t4E6,15,29,0,5
2.05E+17,23-05-12 16:46,https://twitter.com/JoeBiden/status/205338853932937219,Thanks to Randy Johnson for sharing his story about the impact of Romney economics—let's fight to keep different values in the WH. –Joe,5,19,0,3
2.05E+17,23-05-12 18:42,https://twitter.com/JoeBiden/status/205368034301460481,“Our focus on the middle class is a reflection on the fundamental economic story of the journey of the history of this country.”—VP Biden,20,38,0,10
2.05E+17,23-05-12 22:05,https://twitter.com/JoeBiden/status/205419232761090049,More great pics from the VP’s campaign trip through Ohio and Pennsylvania: http://t.co/hsVPbY2S,6,10,0,5
2.06E+17,24-05-12 20:11,https://twitter.com/JoeBiden/status/205752819704279041,Lunch summit. http://t.co/fPoEKGwM,10,40,1,38
2.06E+17,24-05-12 22:08,https://twitter.com/JoeBiden/status/205782381142093824,The VP fired up #Obama2012 supporters in New Hampshire this week: http://t.co/X6q0qjSV,5,12,0,4
2.06E+17,25-05-12 16:21,https://twitter.com/JoeBiden/status/206057500733210624,Dr. Jill Biden announced a new way to honor our nation’s servicemembers earlier this month: http://t.co/XgPdbAGP,6,21,0,6
2.06E+17,25-05-12 19:30,https://twitter.com/JoeBiden/status/206104891075203072,"RT @OFA_NC: In Charlotte yesterday @JoeBiden was greeted by ""Fired up, ready for Joe!"" by an enthusiastic @OFA_NC team. http://t.co/QIHFrka4",13,32,0,12
2.06E+17,26-05-12 15:53,https://twitter.com/JoeBiden/status/206412700639703042,"Three years ago today, VP Biden joined President Obama as he nominated Sonia Sotomayor to the Supreme Court: http://t.co/b7xipcl4",11,58,0,18
2.07E+17,28-05-12 15:33,https://twitter.com/JoeBiden/status/207132575356039168,Today we honor our nation’s fallen heroes who made the ultimate sacrifice for their country. We will never forget.  – Joe,26,165,0,30
2.08E+17,29-05-12 18:00,https://twitter.com/JoeBiden/status/207531857577918464,"Get to know Joe's son @BeauBiden—a major in the Delaware Army National Guard, public servant, and @Vets4Obama advocate: http://t.co/qXOO4f0W",9,33,0,5
2.08E+17,30-05-12 15:33,https://twitter.com/JoeBiden/status/207857212155117569,The President and First Lady recorded a special message for servicemembers to mark the launch of @Vets4Obama: http://t.co/xdcV4Gbk,7,31,0,11
2.08E+17,30-05-12 18:05,https://twitter.com/JoeBiden/status/207895494494658560,January 2011: VP Biden travels with Gen. David Petraeus aboard a Chinook helicopter in Afghanistan. http://t.co/e3IVp4jU,15,30,5,48
2.08E+17,30-05-12 20:44,https://twitter.com/JoeBiden/status/207935598835671040,"From career counseling to tax credits, find out what President Obama is doing to help military families: http://t.co/qSJnlBxR",1,18,0,6
2.08E+17,30-05-12 22:11,https://twitter.com/JoeBiden/status/207957461552988160,President Obama is standing up for those who serve—join Veterans and Military Families for Obama to stand with him: http://t.co/7k4EOIID,24,52,0,10
2.08E+17,31-05-12 16:04,https://twitter.com/JoeBiden/status/208227567252156416,"As a military mom, Dr. Jill Biden knows how important it is that we provide long-term support to our veterans: http://t.co/mXXdEDwf",6,15,0,11
2.08E+17,31-05-12 18:10,https://twitter.com/JoeBiden/status/208259288647483392,Read Dr. Biden’s powerful account of her son’s deployment to Iraq in 2008: http://t.co/ur4Cvh90,2,10,0,7
2.08E+17,31-05-12 20:27,https://twitter.com/JoeBiden/status/208293581461528576,It’s Barack’s last campaign—chip in what you can before tonight’s important fundraising deadline: http://t.co/pCeExaf5,8,28,0,3
2.08E+17,01-06-12 0:23,https://twitter.com/JoeBiden/status/208352943630585856,Get the facts on President Obama’s record of preserving our sacred trust with our servicemembers and veterans: http://t.co/MARj3Av3,10,50,0,8
2.09E+17,01-06-12 18:03,https://twitter.com/JoeBiden/status/208619916507619328,"Last December, VP Biden welcomed home sailors of the USS Gettysburg after a deployment to the Middle East: http://t.co/a2jvpmTY",4,9,0,4
2.09E+17,01-06-12 20:21,https://twitter.com/JoeBiden/status/208654410207870976,"For all the latest on #Obama2012’s work with vets and military families, follow @Vets4Obama, @BeauBiden, and @JoiningForces. #FF",3,36,0,7
2.09E+17,01-06-12 22:43,https://twitter.com/JoeBiden/status/208690177017774080,The VP on the promises the Obama administration has kept to servicemembers and veterans: http://t.co/Xx2RHweT,13,30,0,10
2.10E+17,05-06-12 17:03,https://twitter.com/JoeBiden/status/210054130574704642,"VP Biden, @arneduncan, and @CFPB’s Richard Cordray announce plans to make college more affordable: http://t.co/tbIE6ikN",2,12,0,5
2.10E+17,05-06-12 18:23,https://twitter.com/JoeBiden/status/210074282276028417,The VP believes students should know how much a year of college will cost—and what types of financial aid are available to them.,15,23,5,15
2.10E+17,05-06-12 19:25,https://twitter.com/JoeBiden/status/210089880565465090,Get to know the President’s blueprint for making college more affordable: http://t.co/7mXpwRah,8,30,0,6
2.10E+17,05-06-12 20:51,https://twitter.com/JoeBiden/status/210111717840142336,Weigh in with what you’d like to see on the @CFPB’s “Know Before You Owe” college financial aid shopping sheet: http://t.co/lxeI6d1k,7,5,0,6
